2019 04 29 58602  0.068637  0.410012 -0.1468631  0.0007205 -0.103420 -0.011339  0.000138 -0.000123  37
2019 04 30 58603  0.070288  0.410648 -0.1476419  0.0008577 -0.103181 -0.011258  0.000170 -0.000130  37
2019 05 01 58604  0.072225  0.411346 -0.1485692  0.0009989 -0.103376 -0.011133  0.000160 -0.000150  37
2019 05 02 58605  0.074216  0.412096 -0.1496085  0.0010590 -0.103778 -0.010982  0.000131 -0.000176  37
2019 05 03 58606  0.075767  0.412799 -0.1506582  0.0010082 -0.104170 -0.010911  0.000095 -0.000200  37
2019 05 04 58607  0.076786  0.413337 -0.1516257  0.0009246 -0.104410 -0.011004  0.000071 -0.000215  37
2019 05 05 58608  0.077596  0.413913 -0.1525120  0.0008622 -0.104486 -0.011250  0.000056 -0.000221  37
2019 05 06 58609  0.078260  0.414750 -0.1533370  0.0007872 -0.104460 -0.011526  0.000046 -0.000219  37
2019 05 07 58610  0.079053  0.415589 -0.1540754  0.0006852 -0.104456 -0.011699  0.000041 -0.000212  37
2019 05 08 58611  0.080212  0.416220 -0.1547121  0.0005944 -0.104587 -0.011723  0.000043 -0.000197  37
2019 05 09 58612  0.081707  0.416754 -0.1552781  0.0005462 -0.104805 -0.011661  0.000054 -0.000172  37
2019 05 10 58613  0.083197  0.417371 -0.1558261  0.0005617 -0.104898 -0.011623  0.000067 -0.000147  37
2019 05 11 58614  0.084322  0.418013 -0.1564224  0.0006383 -0.104651 -0.011648  0.000077 -0.000136  37
2019 05 12 58615  0.085119  0.418539 -0.1571216  0.0007610 -0.104077 -0.011661  0.000084 -0.000138  37
2019 05 13 58616  0.085871  0.418815 -0.1579638  0.0009272 -0.103476 -0.011564  0.000086 -0.000144  37
2019 05 14 58617  0.086682  0.419102 -0.1589842  0.0011214 -0.103232 -0.011364  0.000083 -0.000151  37
2019 05 15 58618  0.087699  0.419674 -0.1601837  0.0012708 -0.103537 -0.011171  0.000068 -0.000142  37
2019 05 16 58619  0.089062  0.420401 -0.1614780  0.0012934 -0.104214 -0.011123  0.000047 -0.000131  37
2019 05 17 58620  0.090628  0.421115 -0.1627213  0.0011626 -0.104903 -0.011221  0.000028 -0.000122  37
2019 05 18 58621  0.092134  0.421921 -0.1637771  0.0009339 -0.105291 -0.011355  0.000019 -0.000135  37
2019 05 19 58622  0.093357  0.422802 -0.1645883  0.0006932 -0.105330 -0.011404  0.000018 -0.000160  37
2019 05 20 58623  0.094347  0.423677 -0.1651751  0.0004927 -0.105184 -0.011374  0.000021 -0.000184  37
2019 05 21 58624  0.095240  0.424329 -0.1655888  0.0003455 -0.105063 -0.011365  0.000026 -0.000201  37
2019 05 22 58625  0.096316  0.424671 -0.1658831  0.0002521 -0.105076 -0.011414  0.000030 -0.000189  37
2019 05 23 58626  0.097659  0.425061 -0.1661112  0.0002120 -0.105181 -0.011491  0.000035 -0.000166  37
2019 05 24 58627  0.099146  0.425632 -0.1663252  0.0002236 -0.105259 -0.011528  0.000041 -0.000142  37
2019 05 25 58628  0.100695  0.426328 -0.1665741  0.0002826 -0.105196 -0.011541  0.000055 -0.000144  37
2019 05 26 58629  0.102003  0.427124 -0.1668974  0.0003692 -0.104999 -0.011566  0.000072 -0.000162  37
2019 05 27 58630  0.102862  0.427948 -0.1673073  0.0004426 -0.104788 -0.011613  0.000086 -0.000183  37
2019 05 28 58631  0.103532  0.428605 -0.1677795  0.0004927 -0.104749 -0.011628  0.000094 -0.000203  37
2019 05 29 58632  0.104304  0.429069 -0.1682963  0.0005420 -0.105018 -0.011538  0.000091 -0.000214  37
2019 05 30 58633  0.105363  0.429344 -0.1688619  0.0005916 -0.105593 -0.011325  0.000063 -0.000204  37
2019 05 31 58634  0.107027  0.429312 -0.1694657  0.0006115 -0.106202 -0.011093  0.000034 -0.000187  37
2019 06 01 58635  0.109325  0.429302 -0.1700624  0.0005711 -0.106526 -0.010981  0.000038 -0.000177  37
2019 06 02 58636  0.111817  0.429645 -0.1705854  0.0004609 -0.106520 -0.011056  0.000067 -0.000171  37
2019 06 03 58637  0.114407  0.430210 -0.1709760  0.0003165 -0.106372 -0.011267  0.000100 -0.000166  37
2019 06 04 58638  0.117054  0.430791 -0.1712269  0.0001979 -0.106303 -0.011479  0.000124 -0.000159  37
2019 06 05 58639  0.119306  0.431248 -0.1713843  0.0001278 -0.106484 -0.011553  0.000096 -0.000138  37
2019 06 06 58640  0.121084  0.431252 -0.1715013  0.0001231 -0.106753 -0.011470  0.000047 -0.000113  37
2019 06 07 58641  0.122792  0.430881 -0.1716390  0.0001374 -0.106946 -0.011320 -0.000006 -0.000092  37
2019 06 08 58642  0.124508  0.430565 -0.1718143  0.0002342 -0.106933 -0.011231 -0.000038 -0.000088  37
2019 06 09 58643  0.126291  0.430145 -0.1721229  0.0003822 -0.106736 -0.011226 -0.000053 -0.000097  37
2019 06 10 58644  0.128370  0.429863 -0.1725895  0.0005742 -0.106473 -0.011233 -0.000057 -0.000112  37
2019 06 11 58645  0.130464  0.429724 -0.1732262  0.0006563 -0.106328 -0.011193 -0.000053 -0.000131  37
2019 06 12 58646  0.132401  0.429528 -0.1738840  0.0006525 -0.106478 -0.011122 -0.000040 -0.000151  37
2019 06 13 58647  0.134484  0.429372 -0.1745050  0.0005823 -0.106938 -0.011080 -0.000016 -0.000173  37
2019 06 14 58648  0.136742  0.429184 -0.1750172  0.0004247 -0.107533 -0.011077  0.000011 -0.000186  37
2019 06 15 58649  0.138733  0.428964 -0.1753416  0.0002153 -0.107988 -0.011068  0.000029 -0.000169  37
2019 06 16 58650  0.140281  0.428623 -0.1754594  0.0000369 -0.108125 -0.011036  0.000040 -0.000127  37
2019 06 17 58651  0.141786  0.428086 -0.1754225 -0.0001017 -0.108016 -0.011007  0.000045 -0.000074  37
2019 06 18 58652  0.143320  0.427494 -0.1752631 -0.0002127 -0.107878 -0.011008  0.000046 -0.000017  37
2019 06 19 58653  0.144636  0.426820 -0.1750068 -0.0002738 -0.107849 -0.011064  0.000048 -0.000001  37
2019 06 20 58654  0.145893  0.426253 -0.1747455 -0.0002323 -0.107940 -0.011111  0.000048 -0.000007  37
2019 06 21 58655  0.147207  0.426028 -0.1745715 -0.0001312 -0.108113 -0.011128  0.000046 -0.000025  37
2019 06 22 58656  0.148453  0.425883 -0.1744786 -0.0000822 -0.108336 -0.011155  0.000042 -0.000051  37
2019 06 23 58657  0.149277  0.425697 -0.1743728 -0.0000723 -0.108545 -0.011231  0.000037 -0.000084  37
2019 06 24 58658  0.149756  0.425245 -0.1743694  0.0000305 -0.108664 -0.011328  0.000031 -0.000122  37
2019 06 25 58659  0.150506  0.424491 -0.1744124  0.0000718 -0.108741 -0.011372  0.000024 -0.000162  37
2019 06 26 58660  0.151639  0.423517 -0.1745159  0.0000934 -0.109005 -0.011313  0.000012 -0.000203  37
2019 06 27 58661  0.153200  0.422577 -0.1745569  0.0000066 -0.109610 -0.011169 -0.000001 -0.000242  37
2019 06 28 58662  0.154991  0.422071 -0.1745244 -0.0000337 -0.110397 -0.011002 -0.000013 -0.000276  37
2019 06 29 58663  0.156563  0.421753 -0.1745248 -0.0000194 -0.110986 -0.010874 -0.000024 -0.000304  37
2019 06 30 58664  0.157762  0.421343 -0.1744519 -0.0001483 -0.111180 -0.010848 -0.000033 -0.000323  37
2019 07 01 58665  0.158520  0.420609 -0.1741965 -0.0003309 -0.111150 -0.010971 -0.000039 -0.000330  37
2019 07 02 58666  0.158989  0.419514 -0.1738164 -0.0004455 -0.111152 -0.011209 -0.000042 -0.000324  37
2019 07 03 58667  0.159382  0.418282 -0.1733123 -0.0005410 -0.111183 -0.011394 -0.000034 -0.000285  37
2019 07 04 58668  0.159900  0.417150 -0.1727637 -0.0005287 -0.111117 -0.011387 -0.000024 -0.000237  37
2019 07 05 58669  0.160966  0.416160 -0.1722934 -0.0003927 -0.110954 -0.011198 -0.000017 -0.000192  37
2019 07 06 58670  0.162847  0.415391 -0.1720058 -0.0001875 -0.110880 -0.011008 -0.000019 -0.000166  37
2019 07 07 58671  0.165090  0.415006 -0.1719132 -0.0000145 -0.111007 -0.010954 -0.000028 -0.000153  37
2019 07 08 58672  0.167094  0.414727 -0.1719458  0.0000703 -0.111249 -0.011014 -0.000040 -0.000145  37
2019 07 09 58673  0.168883  0.414165 -0.1720233  0.0000758 -0.111457 -0.011084 -0.000056 -0.000139  37
2019 07 10 58674  0.170661  0.413347 -0.1720738  0.0000103 -0.111616 -0.011099 -0.000076 -0.000123  37
2019 07 11 58675  0.172168  0.412356 -0.1720228 -0.0001284 -0.111850 -0.011077 -0.000095 -0.000106  37
2019 07 12 58676  0.173312  0.411189 -0.1717985 -0.0003298 -0.112255 -0.011039 -0.000112 -0.000092  37
2019 07 13 58677  0.174556  0.409903 -0.1713531 -0.0005599 -0.112729 -0.011010 -0.000124 -0.000094  37
2019 07 14 58678  0.176101  0.408604 -0.1706819 -0.0007715 -0.113050 -0.011023 -0.000128 -0.000105  37
2019 07 15 58679  0.177789  0.407392 -0.1698277 -0.0009197 -0.113091 -0.011118 -0.000123 -0.000117  37
2019 07 16 58680  0.179355  0.406496 -0.1688708 -0.0009753 -0.112929 -0.011276 -0.000107 -0.000124  37
2019 07 17 58681  0.180604  0.405951 -0.1679096 -0.0009336 -0.112690 -0.011368 -0.000063 -0.000105  37
2019 07 18 58682  0.181681  0.405283 -0.1670314 -0.0008192 -0.112545 -0.011315 -0.000013 -0.000079  37
2019 07 19 58683  0.182543  0.404493 -0.1662854 -0.0006787 -0.112583 -0.011153  0.000030 -0.000062  37
2019 07 20 58684  0.183124  0.403563 -0.1656715 -0.0005623 -0.112929 -0.011074  0.000012 -0.000112  37
2019 07 21 58685  0.183784  0.402431 -0.1651415 -0.0005015 -0.113381 -0.011129 -0.000036 -0.000188  37
2019 07 22 58686  0.184669  0.401322 -0.1646504 -0.0004645 -0.113657 -0.011229 -0.000075 -0.000245  37
2019 07 23 58687  0.185995  0.400325 -0.1642163 -0.0003945 -0.113666 -0.011237 -0.000085 -0.000257  37
2019 07 24 58688  0.187771  0.399384 -0.1638707 -0.0003244 -0.113596 -0.011083 -0.000038 -0.000187  37
2019 07 25 58689  0.189686  0.398191 -0.1635440 -0.0003323 -0.114009 -0.010946 -0.000027 -0.000140  37
2019 07 26 58690  0.191851  0.396775 -0.1631910 -0.0003655 -0.114871 -0.010901 -0.000058 -0.000131  37
2019 07 27 58691  0.194272  0.395612 -0.1628151 -0.0004001 -0.115585 -0.010885 -0.000073 -0.000122  37
2019 07 28 58692  0.196626  0.394981 -0.1623822 -0.0004770 -0.115804 -0.010855 -0.000070 -0.000109  37
2019 07 29 58693  0.198668  0.394628 -0.1618536 -0.0005725 -0.115696 -0.010881 -0.000063 -0.000098  37
2019 07 30 58694  0.200594  0.394091 -0.1612514 -0.0006140 -0.115583 -0.011049 -0.000055 -0.000088  37
2019 07 31 58695  0.202698  0.393262 -0.1606593 -0.0005566 -0.115521 -0.011286 -0.000053 -0.000081  37
2019 08 01 58696  0.204709  0.392259 -0.1601697 -0.0004103 -0.115340 -0.011371 -0.000056 -0.000074  37
2019 08 02 58697  0.206345  0.391186 -0.1598586 -0.0002038 -0.115074 -0.011223 -0.000061 -0.000067  37
2019 08 03 58698  0.207884  0.390184 -0.1597645  0.0000179 -0.115013 -0.011008 -0.000077 -0.000056  37
2019 08 04 58699  0.209380  0.389357 -0.1598818  0.0002064 -0.115308 -0.010928 -0.000097 -0.000043  37
2019 08 05 58700  0.210617  0.388757 -0.1601501  0.0003075 -0.115817 -0.010968 -0.000112 -0.000031  37
2019 08 06 58701  0.211641  0.388342 -0.1604594  0.0002853 -0.116254 -0.011004 -0.000120 -0.000020  37
2019 08 07 58702  0.212404  0.387942 -0.1606829  0.0001430 -0.116368 -0.011020 -0.000098 -0.000017  37
2019 08 08 58703  0.212846  0.387340 -0.1607185 -0.0000786 -0.116231 -0.011086 -0.000065 -0.000016  37
2019 08 09 58704  0.213280  0.386415 -0.1605164 -0.0003203 -0.116092 -0.011206 -0.000032 -0.000014  37
2019 08 10 58705  0.213712  0.385252 -0.1600866 -0.0005279 -0.116164 -0.011291 -0.000006  0.000001  37
2019 08 11 58706  0.214103  0.383753 -0.1594810 -0.0006704 -0.116400 -0.011312  0.000007  0.000020  37
2019 08 12 58707  0.214580  0.382141 -0.1587710 -0.0007362 -0.116577 -0.011339  0.000003  0.000036  37
2019 08 13 58708  0.215068  0.380548 -0.1580343 -0.0007259 -0.116577 -0.011419 -0.000022  0.000042  37
2019 08 14 58709  0.215675  0.379001 -0.1573413 -0.0006487 -0.116509 -0.011477 -0.000080  0.000035  37
2019 08 15 58710  0.216306  0.377745 -0.1567564 -0.0005297 -0.116357 -0.011386 -0.000089  0.000014  37
2019 08 16 58711  0.216680  0.376675 -0.1562792 -0.0004367 -0.116241 -0.011143 -0.000048 -0.000016  37
2019 08 17 58712  0.216856  0.375596 -0.1558654 -0.0003834 -0.116286 -0.010915 -0.000006 -0.000053  37
2019 08 18 58713  0.217001  0.374417 -0.1555065 -0.0003252 -0.116388 -0.010845  0.000027 -0.000091  37
